cod;denumire;denumire_scurta
03044950;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri de alte specii de pește, proaspete sau refrigerate — Altele — Sebaste (Sebastes spp.)";"Sebaste (Sebastes spp.)"
03044990;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri de alte specii de pește, proaspete sau refrigerate — Altele";Altele
03045100;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp.,Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.)";"Tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, "
03045200;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Salmonide";Salmonide
03045300;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae";"Pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae"
03045400;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Pește-spadă (Xiphias gladius)";"Pește-spadă (Xiphias gladius)"
03045500;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — „Toothfish” (Dissostichus spp.)";"„Toothfish” (Dissostichus spp.)"
03045610;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Câini de mare și alte specii de rechini — Câini de mare (Squalus acanthias) și rechini pisică (Scyliorhinus spp.)";"Câini de mare (Squalus acanthias) și rechini pisică (Scyliorhinus spp.)"
03045620;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Câini de mare și alte specii de rechini — Rechinul scrumbiilor (Lamna nasus)";"Rechinul scrumbiilor (Lamna nasus)"
03045630;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Câini de mare și alte specii de rechini — Rechin albastru (Prionace glauca)";"Rechin albastru (Prionace glauca)"
03045690;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Câini de mare și alte specii de rechini — Altele";Altele
03045700;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Pisici și vulpi-de-mare (Rajidae)";"Pisici și vulpi-de-mare (Rajidae)"
03045910;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Altele — Pești de apă dulce";"Pești de apă dulce"
03045950;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Altele — Flanc de heringi";"Flanc de heringi"
03045990;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Altele, proaspete sau refrigerate — Altele";Altele
03046100;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.) — Tilapia (Oreochromis spp.)";"Tilapia (Oreochromis spp.)"
03046200;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.) — Specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)";"Specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03046300;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.) — Biban de Nil (Lates niloticus)";"Biban de Nil (Lates niloticus)"
03046900;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de tilapia (Oreochromis spp.), specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anghile (Anguilla spp.), biban de Nil (Lates niloticus) și pești cap-de-șarpe (Channa spp.) — Altele";Altele
03047110;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) — Cod din specia Gadus macrocephalus";"Cod din specia Gadus macrocephalus"
03047190;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) — Altele";Altele
03047200;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Eglefin (Melanogramnus aeglefinus)";"Eglefin (Melanogramnus aeglefinus)"
03047300;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Cod negru (Pollachius virens)";"Cod negru (Pollachius virens)"
03047411;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Merluciu (Merluccius spp., Urophycis spp.) — Pești marini din genul Merluccius — Pești marini din specia Merluccius capensis sau Merluccius paradoxus";"Pești marini din specia Merluccius capensis sau Merluccius paradoxus"
03047415;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Merluciu (Merluccius spp., Urophycis spp.) — Pești marini din genul Merluccius — Pești marini din specia Merluccius hubbsi";"Pești marini din specia Merluccius hubbsi"
03047419;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Merluciu (Merluccius spp., Urophycis spp.) — Pești marini din genul Merluccius — Altele";Altele
03047490;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Merluciu (Merluccius spp., Urophycis spp.) — Pești marini din genul Urophycis";"Pești marini din genul Urophycis"
03047500;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Pește marin de Alaska (Theragra chalcogramma)";"Pește marin de Alaska (Theragra chalcogramma)"
03047910;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Altele — Cod arctic (Boreogadus saida)";"Cod arctic (Boreogadus saida)"
03047930;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Altele — Merlani (Merlangius merlangus)";"Merlani (Merlangius merlangus)"
03047950;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Altele — Grenadieri albaștri (Macruronus novaezelandiae)";"Grenadieri albaștri (Macruronus novaezelandiae)"
03047980;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Altele — Mihalți-de-mare (Molva spp.)";"Mihalți-de-mare (Molva spp.)"
03047990;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri congelate de pești din familiile Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae și Muraenolepididae — Altele";Altele
03048100;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri de alte specii de pește, congelate — Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou și Oncorhynchus rhodurus), somon de Atlantic (Salmo salar) și lostriță (Hucho hucho)";"Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou și Oncorhynchus rhodurus), somon de Atlantic (Salmo salar) și lostriță (Hucho hucho)"
03048210;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri de alte specii de pește, congelate — Păstrăvi (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache și Oncorhynchus chrysogaster) — Din specia Oncorhynchus mykiss cântărind peste 400 g fiecare";"Din specia Oncorhynchus mykiss cântărind peste 400 g fiecare"
03048250;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri de alte specii de pește, congelate — Păstrăvi (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache și Oncorhynchus chrysogaster) — Din specia Oncorhynchus apache sau Oncorhynchus chrysogaster";"Din specia Oncorhynchus apache sau Oncorhynchus chrysogaster"
03048290;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri de alte specii de pește, congelate — Păstrăvi (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache și Oncorhynchus chrysogaster) — Altele";Altele
03048310;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri de alte specii de pește, congelate — Pești plați (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae și Citharidae) — Cambulă de Baltica (Pleuronectes platessa)";"Cambulă de Baltica (Pleuronectes platessa)"
03048330;"Fileuri de pește și carne de pește (chiar tocată), proaspete, refrigerate sau congelate — Fileuri de alte specii de pește, congelate — Pești plați (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae și Citharidae) — Cambulă (Platichthys flesus)";"Cambulă (Platichthys flesus)"
